Product_ID,Product_Name,SKU_Extracted,Main_Image_URL,Product_Description,Regular_Price,Categories,Batch_Source,Batch_Style_no,Batch_18kt_Gold_wt_(gms),Batch_Diamond_wt_(Ct),Batch_Round_Dimond_(mm),Batch_Count,Batch_Cushion_(mm),Batch_Count.1,Batch_Pear_(mm),Batch_Count.2,Batch_Emerald_(mm),Batch_Count.3,Batch_Princess_(mm),Batch_Count.4,Batch_Oval_(mm),Batch_Count.5,Batch_Trillion_(mm),Batch_Count.6,Batch_Baguette_(mm),Batch_Count.7,Batch_Single_Linking_piece__18kt_Gold_wt_(gms),Batch_Single_Linking_piece__Diamond_wt_(Ct),Batch_Single_linking_piece__length(mm),Batch_Single_Linking_piece__Volume,Batch_Height_(mm),Batch_Width_(mm),Batch_No_of_Linking__pieces,Batch_Length_of_Full__Bracelet_(mm),Batch_Full_Bracelet__18kt_Gold_wt(gms),Batch_Full_Bracelet__Diamond_wt_(Ct),Batch_Volume_of_Full__Bracelet,Batch_Volume_of_Full__Bracelet__x_0.0157_(Casting_wt),Batch_20_Perfect_of__Full_Bracelet_volume,Batch_Round_(mm),Batch_Marquise_(mm),Batch_Heart_(mm),Batch_SKU_Code,Batch_Diamond_Size(Round),Batch_Diamond_Count(Round),Batch_Diamond_Size(Baguette),Batch_Diamond_Count(Baguette),Batch_Diamond_Size(Marquise),Batch_Diamond_Count(Marquise),Batch_Diamond_Size(Pear),Batch_Diamond_Count(Pear),Batch_Diamond_Size(Heart),Batch_Diamond_Count(Heart),Batch_Length,Batch_Width,Batch_Diamond_Wt,Batch_Volume,Batch_Casting_wt.,Batch_Reduction,Batch_18KT_wt.(Gm)
2712,Celesto Ring,0111,https://rareregalia.com/wp-content/uploads/2025/06/0111-Render-W2.jpg,,,Uncategorized,NO_MATCH_FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,Lumière Gold Tennis Bracelet,14078,"https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-Y1.jpg",,,"Bracelet, Bracelet > Tennis Bracelet",Batch-14_Batch-14_Excel.csv,TB-14078,,,,1.0,,,,,,,,,,,,,,,,0.046,2.6,15.48,3.25,,73.0,189.8,14.1933024,3.358,1130.04,17.741628,3.5483256,2.2,,,,,,,,,,,,,,,,,,,,
