SKU Code,Shape,Diamond Size(Round) mm,Diamond Count(Round),Diamond Size(Princes) mm,Diamond Count(Princes),Diamond Size(Cushion) mm,Diamond Count(Cushion),Diamond Size(Oval) mm,Diamond Count(Oval),Diamond Size(Emerald) mm,Diamond Count(Emerald),Diamond Size(Radiant) mm,Diamond Count(Radiant),Diamond size (Asscher) mm,Diamond count (Asscher),Diamond Size(Heart) mm,Diamond Count(Heart),Diamond Size(Marquise) mm,Diamond Count(Marquise),Diamond Size(Pear) mm,Diamond Count(Pear),Length,Width,Diamond Wt,Volume,Casting wt.,Reduction,18KT wt.(Gm)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19027(1.50),Radiant,1.4,20.0,,,,,,,,,7.3 * 5,1.0,,,,,,,,,21.1,11.76,1.46,349.2,5.4824399999999995,1.096488,4.385952
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19027(2.00),Radiant,1.5,20.0,,,,,,,,,7.8 * 5.5,1.0,,,,,,,,,21.1,12.5,1.88,368.64,5.787647999999999,1.1575296,4.630118399999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19028(0.50),Heart,1.4,13.0,,,,,,,,,,,,,4.5,1.0,,,,,21.1,9.08,0.48,270.88,4.252815999999999,0.8505631999999999,3.4022527999999994
,,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19028(1.00),Heart,1.6,13.0,,,,,,,,,,,,,6.0,1.0,,,,,21.1,10.56,0.98,300.62,4.719734,0.9439468,3.7757872
,,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19028(1.50),Heart,1.5,17.0,,,,,,,,,,,,,7.0,1.0,,,,,21.1,11.69,1.44,333.42,5.234694,1.0469388000000002,4.1877552
,,1.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19028(2.00),Heart,1.6,17.0,,,,,,,,,,,,,7.5,1.0,,,,,21.1,12.57,1.67,368.18,5.780425999999999,1.1560852,4.6243408
,,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19029(0.50),Marquise,1.3,16.0,,,,,,,,,,,,,,,7.5 * 3.5,1.0,,,21.1,11.55,0.43,282.15,4.429754999999999,0.8859509999999999,3.5438039999999993
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19029(1.00),Marquise,1.4,18.0,,,,,,,,,,,,,,,9 * 4.5,1.0,,,21.1,13.72,0.78,317.76,4.9888319999999995,0.9977663999999999,3.9910655999999998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19029(1.50),Marquise,1.6,18.0,,,,,,,,,,,,,,,10.5 * 5.25,1.0,,,21.1,15.45,1.22,363.57,5.708048999999999,1.1416098,4.5664392
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19029(2.00),Marquise,1.75,18.0,,,,,,,,,,,,,,,12 * 6,1.0,,,21.1,17.84,1.77,425.67,6.683019,1.3366038,5.3464152
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19030(0.50),Pear,1.3,14.0,,,,,,,,,,,,,,,,,5.5 * 3.5,1.0,21.1,9.81,0.36,261.89,4.111673,0.8223346,3.2893383999999997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19030(1.00),Pear,1.5,16.0,,,,,,,,,,,,,,,,,7 * 5,1.0,21.1,12.02,0.85,308.8,4.84816,0.969632,3.878528
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19030(1.50),Pear,1.6,16.0,,,,,,,,,,,,,,,,,8 * 6,1.0,21.1,13.24,1.13,348.78,5.475845999999999,1.0951691999999997,4.380676799999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19030(2.00),Pear,1.7,16.0,,,,,,,,,,,,,,,,,8.6 * 6.6,1.0,21.1,14.08,1.45,382.33,6.002580999999999,1.2005162,4.802064799999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19031(0.50),Round,4.1,1.0,,,,,,,,,,,,,,,,,,,21.15,7.59,0.48,261.85,4.111045,0.822209,3.288836
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.2,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19031(1.00),Round,5.6,1.0,,,,,,,,,,,,,,,,,,,21.15,8.97,0.92,280.47,4.403379,0.8806758000000001,3.5227032
,,1.3,32.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19031(1.50),Round,6.6,1.0,,,,,,,,,,,,,,,,,,,21.15,10.75,1.46,359.72,5.647604,1.1295208,4.5180832
,,1.6,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19031(2.00),Round,7.2,1.0,,,,,,,,,,,,,,,,,,,21.15,11.51,1.83,398.19,6.251582999999999,1.2503166,5.0012664
,,1.7,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19032(0.50),Princess,1.2,16.0,3.5,1.0,,,,,,,,,,,,,,,,,21.15,7.02,0.5,255.44,4.010408,0.8020816000000001,3.2083264
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19032(1.00),Princess,1.4,16.0,4.6,1.0,,,,,,,,,,,,,,,,,21.15,8.13,0.89,284.4,4.4650799999999995,0.8930159999999999,3.5720639999999997
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19032(1.50),Princess,1.35,20.0,5.7,1.0,,,,,,,,,,,,,,,,,21.15,9.51,1.44,329.98,5.180686,1.0361372,4.1445488
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19032(2.00),Princess,1.5,20.0,6.4,1.0,,,,,,,,,,,,,,,,,21.15,10.29,1.92,361.79,5.680103,1.1360206,4.5440824
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19033(0.50),Cushion,1.35,12.0,,,3.5,1.0,,,,,,,,,,,,,,,21.15,7.39,0.46,255.52,4.011664,0.8023328,3.2093312
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19033(1.00),Cushion,1.3,32.0,,,5.0,1.0,,,,,,,,,,,,,,,21.15,8.41,0.91,279.09,4.3817129999999995,0.8763426,3.5053703999999994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19033(1.50),Cushion,1.4,16.0,,,6.0,1.0,,,,,,,,,,,,,,,21.15,9.23,1.42,310.51,4.875006999999999,0.9750013999999999,3.900005599999999
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19033(2.00),Cushion,1.6,16.0,,,6.5,1.0,,,,,,,,,,,,,,,21.15,10.66,1.76,346.32,5.437224,1.0874447999999999,4.3497791999999995
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19034(0.50),Oval,1.3,16.0,,,,,5.5 * 3.5,1.0,,,,,,,,,,,,,21.15,9.05,0.48,259.77,4.078389,0.8156778,3.2627111999999996
,,1.25,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19034(1.00),Oval,1.35,16.0,,,,,7 * 5,1.0,,,,,,,,,,,,,21.15,10.55,0.94,294.33,4.620981,0.9241961999999999,3.6967847999999996
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19034(1.50),Oval,1.55,16.0,,,,,7.7 * 5.7,1.0,,,,,,,,,,,,,21.15,11.91,1.26,315.82,4.958373999999999,0.9916747999999999,3.9666991999999994
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19034(2.00),Oval,1.7,16.0,,,,,8.5 * 6.5,1.0,,,,,,,,,,,,,21.15,12.81,1.79,344.27,5.4050389999999995,1.0810077999999999,4.324031199999999
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19035(0.50),Emerald,1.3,16.0,,,,,,,5 * 3,1.0,,,,,,,,,,,21.15,9.22,0.51,259.96,4.081371999999999,0.8162743999999998,3.2650975999999994
,,1.2,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19035(1.00),Emerald,1.3,34.0,,,,,,,6.3 * 4.30,1.0,,,,,,,,,,,21.15,10.2,0.91,290.84,4.5661879999999995,0.9132376,3.6529503999999995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19035(1.50),Emerald,1.5,18.0,,,,,,,7 * 5,1.0,,,,,,,,,,,21.15,11.61,1.38,317.36,4.982552,0.9965104,3.9860416
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19035(2.00),Emerald,1.55,18.0,,,,,,,7.5 * 5.5,1.0,,,,,,,,,,,21.15,12.19,1.71,337.74,5.302518,1.0605036,4.2420144
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19036(0.50),Asscher,1.3,16.0,,,,,,,,,,,3.8,1.0,,,,,,,21.15,7.46,0.48,263.06,4.1300419999999995,0.8260084,3.3040335999999995
,,1.15,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19036(1.00),Asscher,1.4,16.0,,,,,,,,,,,5.0,1.0,,,,,,,21.15,9.05,0.93,303.38,4.763065999999999,0.9526131999999999,3.8104527999999993
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19036(1.50),Asscher,1.55,16.0,,,,,,,,,,,5.8,1.0,,,,,,,21.15,9.86,1.38,326.83,5.131231,1.0262461999999999,4.1049847999999995
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19036(2.00),Asscher,1.7,16.0,,,,,,,,,,,6.5,1.0,,,,,,,21.15,10.86,1.83,368.46,5.784821999999999,1.1569644,4.6278576
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19037(0.50),Radiant,1.3,16.0,,,,,,,,,5 * 3,1.0,,,,,,,,,21.15,8.65,0.55,254.09,3.989213,0.7978426000000001,3.1913704
,,1.2,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19037(1.00),Radiant,1.3,16.0,,,,,,,,,6.5 * 4.5,1.0,,,,,,,,,21.15,10.32,1.18,304.59,4.782062999999999,0.9564125999999998,3.8256503999999993
,,1.25,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19037(1.50),Radiant,1.3,36.0,,,,,,,,,7 * 5,1.0,,,,,,,,,21.15,11.04,1.5,323.43,5.077851,1.0155702,4.0622808
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19037(2.00),Radiant,1.4,20.0,,,,,,,,,7.5 * 5.5,1.0,,,,,,,,,21.15,11.85,1.9,342.38,5.375366,1.0750732,4.300292799999999
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19038(0.50),Heart,1.3,29.0,,,,,,,,,,,,,4.25,1.0,,,,,21.15,8.49,0.52,252.52,3.9645639999999998,0.7929128,3.1716512
,,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19038(1.00),Heart,1.6,13.0,,,,,,,,,,,,,5.5,1.0,,,,,21.15,10.28,0.93,282.23,4.431011,0.8862022,3.5448087999999998
,,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19038(1.50),Heart,1.4,17.0,,,,,,,,,,,,,6.75,1.0,,,,,21.15,11.24,1.4,310.93,4.881601,0.9763202,3.9052808
,,1.3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19038(2.00),Heart,1.5,17.0,,,,,,,,,,,,,7.5,1.0,,,,,21.15,12.03,1.75,336.32,5.280224,1.0560448,4.2241792
,,1.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19039(0.50),Marquise,1.3,16.0,,,,,,,,,,,,,,,6.5 * 3.25,1.0,,,21.15,11.11,0.46,264.82,4.157673999999999,0.8315347999999999,3.326139199999999
,,1.25,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19039(1.00),Marquise,1.3,34.0,,,,,,,,,,,,,,,8.75 * 4.25,1.0,,,21.15,13.32,0.76,292.12,4.586284,0.9172568000000001,3.6690272
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19039(1.50),Marquise,1.5,18.0,,,,,,,,,,,,,,,10 * 5,1.0,,,21.15,15.04,1.17,324.44,5.0937079999999995,1.0187416,4.074966399999999
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19039(2.00),Marquise,1.7,18.0,,,,,,,,,,,,,,,11.5 * 6,1.0,,,21.15,17.3,1.7,374.56,5.880591999999999,1.1761183999999998,4.704473599999999
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19040(0.50),Pear,1.3,16.0,,,,,,,,,,,,,,,,,5 * 3,1.0,21.15,9.45,0.4,244.95,3.8457149999999993,0.7691429999999999,3.0765719999999996
,,1.25,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6.75 * 4.75,1.0,,,,,,,
S R-19040(1.00),Pear,1.3,32.0,,,,,,,,,,,,,,,,,,,21.15,10.77,0.86,278.54,4.373078,0.8746155999999999,3.4984623999999998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19040(1.50),Pear,1.5,16.0,,,,,,,,,,,,,,,,,7.7 * 5.7,1.0,21.15,12.61,1.14,312.08,4.899655999999999,0.9799311999999999,3.9197247999999996
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S R-19040(2.00),Pear,1.65,16.0,,,,,,,,,,,,,,,,,8.25 * 6.25,1.0,21.15,13.73,1.44,349.6,5.48872,1.097744,4.390976
,,1.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
