Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Meta: _custom_product_text_field
variation,14078-Ro-6,Lumière Gold Tennis Bracelet - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 14.1933024g | Diamond Weight: 3.358 carats,,,taxable,,1,10,2,0,0,14.19,,,,0,,,174092.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-R4.jpg",,,PARENT-2-14078,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: TB-14078 | Gold Weight: 14.1933024g | Gold Purity: 18kt | Diamond Weight: 3.358 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,14078-Wh-7,Lumière Gold Tennis Bracelet - White Gold 14kt,1,0,visible,,Metal: White Gold 14kt | Gold Weight: 14.1933024g | Diamond Weight: 3.358 carats,,,taxable,,1,10,2,0,0,14.19,,,,0,,,173888.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-W1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-W2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-W3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-W4.jpg",,,PARENT-2-14078,,,,,,0,Metal Type,White Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: TB-14078 | Gold Weight: 14.1933024g | Gold Purity: 18kt | Diamond Weight: 3.358 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,14078-Ye-8,Lumière Gold Tennis Bracelet - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 14.1933024g | Diamond Weight: 3.358 carats,,,taxable,,1,10,2,0,0,14.19,,,,0,,,146892.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/TB-14078-Y4.jpg",,,PARENT-2-14078,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: TB-14078 | Gold Weight: 14.1933024g | Gold Purity: 18kt | Diamond Weight: 3.358 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-20-16003,Vow Radiance,1,0,visible,Category: Earrings | 0.92 ct diamonds | 3.3974799999999994g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.92 carats<br>• Shapes: nan<br>• Quality: nan<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 3.3974799999999994 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,3.4,,,,1,,,,Earrings,"nan Quality, Earrings, Rose Gold, nan Diamond",,https://rareregalia.com/wp-content/uploads/2025/07/16003-R1-scaled-1.jpg,,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: nan | Gold Weight: 3.3974799999999994g | Gold Purity: 18kt | Diamond Weight: 0.92 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16003-Ro-30,Vow Radiance - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.3974799999999994g | Diamond Weight: 0.92 carats,,,taxable,,1,10,2,0,0,3.4,,,,0,,,,,,,https://rareregalia.com/wp-content/uploads/2025/07/16003-R1-scaled-1.jpg,,,PARENT-20-16003,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.3974799999999994g | Gold Purity: 18kt | Diamond Weight: 0.92 ct | Diamond Shapes: nan | Diamond Quality: nan
variable,PARENT-21-16019,Celeste Drop Earrings,1,0,visible,Category: Earrings | 0.92 ct diamonds | 3.5598808g gold,"<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.92 carats<br>• Shapes: nan<br>• Quality: nan<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 3.5598808 grams<br>• Purity: 18kt<br><br><br><strong>Available Options:</strong><br>• Metal Types: Rose Gold, White Gold, Yellow Gold<br>",,,taxable,,1,,,0,0,3.56,,,,1,,,,Earrings,"nan Quality, Earrings, Rose Gold, nan Diamond",,"https://rareregalia.com/wp-content/uploads/2025/07/16019-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold | White Gold | Yellow Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: nan | Gold Weight: 3.5598808g | Gold Purity: 18kt | Diamond Weight: 0.92 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16019-Ro-31,Celeste Drop Earrings - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.5598808g | Diamond Weight: 0.92 carats,,,taxable,,1,10,2,0,0,3.56,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16019-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-R4.jpg",,,PARENT-21-16019,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.5598808g | Gold Purity: 18kt | Diamond Weight: 0.92 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16019-Ro-32,Celeste Drop Earrings - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.5598808g | Diamond Weight: 0.92 carats,,,taxable,,1,10,2,0,0,3.56,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16019-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-R4.jpg",,,PARENT-21-16019,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.5598808g | Gold Purity: 18kt | Diamond Weight: 0.92 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16019-Wh-33,Celeste Drop Earrings - White Gold 14kt,1,0,visible,,Metal: White Gold 14kt | Gold Weight: 3.5598808g | Diamond Weight: 0.92 carats,,,taxable,,1,10,2,0,0,3.56,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16019-W1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-W2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-W3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-W4.jpg",,,PARENT-21-16019,,,,,,0,Metal Type,White Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.5598808g | Gold Purity: 18kt | Diamond Weight: 0.92 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16019-Wh-34,Celeste Drop Earrings - White Gold 14kt,1,0,visible,,Metal: White Gold 14kt | Gold Weight: 3.5598808g | Diamond Weight: 0.92 carats,,,taxable,,1,10,2,0,0,3.56,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16019-W1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-W2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-W3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-W4.jpg",,,PARENT-21-16019,,,,,,0,Metal Type,White Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.5598808g | Gold Purity: 18kt | Diamond Weight: 0.92 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16019-Ye-35,Celeste Drop Earrings - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 3.5598808g | Diamond Weight: 0.92 carats,,,taxable,,1,10,2,0,0,3.56,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16019-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-Y4.jpg",,,PARENT-21-16019,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.5598808g | Gold Purity: 18kt | Diamond Weight: 0.92 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16019-Ye-36,Celeste Drop Earrings - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 3.5598808g | Diamond Weight: 0.92 carats,,,taxable,,1,10,2,0,0,3.56,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16019-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16019-Y4.jpg",,,PARENT-21-16019,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.5598808g | Gold Purity: 18kt | Diamond Weight: 0.92 ct | Diamond Shapes: nan | Diamond Quality: nan
variable,PARENT-22-16020,Aurora Halo Drops,1,0,visible,Category: Earrings | 0.84 ct diamonds | 3.478492g gold,"<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.84 carats<br>• Shapes: nan<br>• Quality: nan<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 3.478492 grams<br>• Purity: 18kt<br><br><br><strong>Available Options:</strong><br>• Metal Types: Rose Gold, Yellow Gold<br>",,,taxable,,1,,,0,0,3.48,,,,1,,,,Earrings,"nan Quality, Earrings, Rose Gold, nan Diamond",,"https://rareregalia.com/wp-content/uploads/2025/07/16020-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold | Yellow Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: nan | Gold Weight: 3.478492g | Gold Purity: 18kt | Diamond Weight: 0.84 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16020-Ro-37,Aurora Halo Drops - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.478492g | Diamond Weight: 0.84 carats,,,taxable,,1,10,2,0,0,3.48,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16020-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-R4.jpg",,,PARENT-22-16020,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.478492g | Gold Purity: 18kt | Diamond Weight: 0.84 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16020-Ro-38,Aurora Halo Drops - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.478492g | Diamond Weight: 0.84 carats,,,taxable,,1,10,2,0,0,3.48,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16020-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-R4.jpg",,,PARENT-22-16020,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.478492g | Gold Purity: 18kt | Diamond Weight: 0.84 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16020-Ye-39,Aurora Halo Drops - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 3.478492g | Diamond Weight: 0.84 carats,,,taxable,,1,10,2,0,0,3.48,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16020-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-Y4.jpg",,,PARENT-22-16020,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.478492g | Gold Purity: 18kt | Diamond Weight: 0.84 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16020-Ye-40,Aurora Halo Drops - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 3.478492g | Diamond Weight: 0.84 carats,,,taxable,,1,10,2,0,0,3.48,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16020-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16020-Y4.jpg",,,PARENT-22-16020,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.478492g | Gold Purity: 18kt | Diamond Weight: 0.84 ct | Diamond Shapes: nan | Diamond Quality: nan
variable,PARENT-23-16034,Elysian Bloom Earrings,1,0,visible,Category: Earrings | 0.91 ct diamonds | 3.862828g gold,"<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.91 carats<br>• Shapes: nan<br>• Quality: nan<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 3.862828 grams<br>• Purity: 18kt<br><br><br><strong>Available Options:</strong><br>• Metal Types: Rose Gold, Yellow Gold<br>",,,taxable,,1,,,0,0,3.86,,,,1,,,,Earrings,"nan Quality, Earrings, Rose Gold, nan Diamond",,"https://rareregalia.com/wp-content/uploads/2025/07/16034-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold | Yellow Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16034-Ro-41,Elysian Bloom Earrings - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.862828g | Diamond Weight: 0.91 carats,,,taxable,,1,10,2,0,0,3.86,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16034-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R4.jpg",,,PARENT-23-16034,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16034-Ro-42,Elysian Bloom Earrings - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.862828g | Diamond Weight: 0.91 carats,,,taxable,,1,10,2,0,0,3.86,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16034-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R4.jpg",,,PARENT-23-16034,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16034-Ye-43,Elysian Bloom Earrings - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 3.862828g | Diamond Weight: 0.91 carats,,,taxable,,1,10,2,0,0,3.86,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16034-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y4.jpg",,,PARENT-23-16034,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16034-Ye-44,Elysian Bloom Earrings - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 3.862828g | Diamond Weight: 0.91 carats,,,taxable,,1,10,2,0,0,3.86,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16034-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y4.jpg",,,PARENT-23-16034,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variable,PARENT-24-16034,Celeste Flora Earring,1,0,visible,Category: Earrings | 0.91 ct diamonds | 3.862828g gold,"<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.91 carats<br>• Shapes: nan<br>• Quality: nan<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 3.862828 grams<br>• Purity: 18kt<br><br><br><strong>Available Options:</strong><br>• Metal Types: Rose Gold, White Gold, Yellow Gold<br>",,,taxable,,1,,,0,0,3.86,,,,1,,,,Earrings,"nan Quality, Earrings, Rose Gold, nan Diamond",,"https://rareregalia.com/wp-content/uploads/2025/07/16034-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold | White Gold | Yellow Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16034-Ro-45,Celeste Flora Earring - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.862828g | Diamond Weight: 0.91 carats,,,taxable,,1,10,2,0,0,3.86,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16034-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R4.jpg",,,PARENT-24-16034,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16034-Ro-46,Celeste Flora Earring - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.862828g | Diamond Weight: 0.91 carats,,,taxable,,1,10,2,0,0,3.86,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16034-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-R4.jpg",,,PARENT-24-16034,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16034-Wh-47,Celeste Flora Earring - White Gold 14kt,1,0,visible,,Metal: White Gold 14kt | Gold Weight: 3.862828g | Diamond Weight: 0.91 carats,,,taxable,,1,10,2,0,0,3.86,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16034-W1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-W2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-W3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-W4.jpg",,,PARENT-24-16034,,,,,,0,Metal Type,White Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16034-Wh-48,Celeste Flora Earring - White Gold 14kt,1,0,visible,,Metal: White Gold 14kt | Gold Weight: 3.862828g | Diamond Weight: 0.91 carats,,,taxable,,1,10,2,0,0,3.86,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16034-W1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-W2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-W3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-W4.jpg",,,PARENT-24-16034,,,,,,0,Metal Type,White Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16034-Ye-49,Celeste Flora Earring - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 3.862828g | Diamond Weight: 0.91 carats,,,taxable,,1,10,2,0,0,3.86,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16034-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y4.jpg",,,PARENT-24-16034,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variation,16034-Ye-50,Celeste Flora Earring - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 3.862828g | Diamond Weight: 0.91 carats,,,taxable,,1,10,2,0,0,3.86,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/16034-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/16034-Y4.jpg",,,PARENT-24-16034,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.862828g | Gold Purity: 18kt | Diamond Weight: 0.91 ct | Diamond Shapes: nan | Diamond Quality: nan
variable,PARENT-25-17037,Aurora Royale Earring,1,0,visible,Category: Earrings | 1.78 ct diamonds | 7.610732g gold,"<br><br><strong>Diamond Details:</strong><br>• Total Weight: 1.78 carats<br>• Count: 2 diamonds<br>• Shapes: nan<br>• Quality: nan<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 7.610732 grams<br>• Purity: 18kt<br><br><br><strong>Available Options:</strong><br>• Metal Types: Rose Gold, White Gold, Yellow Gold<br>",,,taxable,,1,,,0,0,7.61,,,,1,,,,Earrings,"nan Quality, Earrings, Rose Gold, nan Diamond",,"https://rareregalia.com/wp-content/uploads/2025/07/17037-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/17037-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/17037-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/17037-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold | White Gold | Yellow Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: nan | Gold Weight: 7.610732g | Gold Purity: 18kt | Diamond Weight: 1.78 ct | Diamond Count: 2 | Diamond Shapes: nan | Diamond Quality: nan
variation,17037-Ro-51,Aurora Royale Earring - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 7.610732g | Diamond Weight: 1.78 carats,,,taxable,,1,10,2,0,0,7.61,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/17037-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/17037-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/17037-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/17037-R4.jpg",,,PARENT-25-17037,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 7.610732g | Gold Purity: 18kt | Diamond Weight: 1.78 ct | Diamond Count: 2 | Diamond Shapes: nan | Diamond Quality: nan
variation,17037-Ro-52,Aurora Royale Earring - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 7.610732g | Diamond Weight: 1.78 carats,,,taxable,,1,10,2,0,0,7.61,,,,0,,,,,,,"https://rareregalia.com/wp-content/uploads/2025/07/17037-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/17037-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/17037-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/17037-R4.jpg",,,PARENT-25-17037,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 7.610732g | Gold Purity: 18kt | Diamond Weight: 1.78 ct | Diamond Count: 2 | Diamond Shapes: nan | Diamond Quality: nan
