batch,style_no,sku_numeric,product_id,gold_weight_gms,diamond_weight_ct,diamond_type_total,variant_color,variant_size,variant_images,variant_image_count,variant_videos,variant_video_count,variant_total,image_file_count,video_file_count,diamond_type1,diamond_type1_count,diamond_type1_dimensions,diamond_type2,diamond_type2_count,diamond_type2_dimensions,diamond_type3,diamond_type3_count,diamond_type3_dimensions,diamond_type4,diamond_type4_count,diamond_type4_dimensions,diamond_type5,diamond_type5_count,diamond_type5_dimensions,diamond_type6,diamond_type6_count,diamond_type6_dimensions,diamond_type7,diamond_type7_count,diamond_type7_dimensions,diamond_type8,diamond_type8_count,diamond_type8_dimensions,diamond_type9,diamond_type9_count,diamond_type9_dimensions,diamond_type10,diamond_type10_count,diamond_type10_dimensions,diamond_type11,diamond_type11_count,diamond_type11_dimensions,diamond_type12,diamond_type12_count,diamond_type12_dimensions,diamond_type13,diamond_type13_count,diamond_type13_dimensions
Batch-1,DOC - SR 0016,0016,0016-W,3.04,1.01,1,White,,vendor-data\Batch-1\0016\0016-Model-White.jpg | vendor-data\Batch-1\0016\0016-Render-W1.jpg | vendor-data\Batch-1\0016\0016-Render-W2.jpg | vendor-data\Batch-1\0016\0016-Render-W3.jpg | vendor-data\Batch-1\0016\0016-Render-W4.jpg,5,vendor-data\Batch-1\0016\0016-White.mp4,1,3,13,3,Oval,1,7.7x5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-1,DOC - SR 0016,0016,0016-RG,3.04,1.01,1,Rose,,vendor-data\Batch-1\0016\0016-Render-R1.jpg | vendor-data\Batch-1\0016\0016-Render-R2.jpg | vendor-data\Batch-1\0016\0016-Render-R3.jpg | vendor-data\Batch-1\0016\0016-Render-R4.jpg | vendor-data\Batch-1\0016\0016-Render-Y1.jpg | vendor-data\Batch-1\0016\0016-Render-Y2.jpg | vendor-data\Batch-1\0016\0016-Render-Y3.jpg | vendor-data\Batch-1\0016\0016-Render-Y4.jpg,8,vendor-data\Batch-1\0016\0016-Rose.mp4,1,3,13,3,Oval,1,7.7x5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-1,DOC - SR 0016,0016,0016-Y,3.04,1.01,1,Yellow,,,0,vendor-data\Batch-1\0016\0016-Yellow.mp4,1,3,13,3,Oval,1,7.7x5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-1,DOC - SR 0024,0024,0024-W,2.68,1.58,2,White,,vendor-data\Batch-1\0024\0024-Model-White.jpg | vendor-data\Batch-1\0024\0024-Render-W1.jpg | vendor-data\Batch-1\0024\0024-Render-W2.jpg | vendor-data\Batch-1\0024\0024-Render-W3.jpg | vendor-data\Batch-1\0024\0024-Render-W4.jpg,5,vendor-data\Batch-1\0024\0024-White.mp4,1,3,13,3,Round,18,1.45,Round,1,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-1,DOC - SR 0024,0024,0024-RG,2.68,1.58,2,Rose,,vendor-data\Batch-1\0024\0024-Render-R1.jpg | vendor-data\Batch-1\0024\0024-Render-R2.jpg | vendor-data\Batch-1\0024\0024-Render-R3.jpg | vendor-data\Batch-1\0024\0024-Render-R4.jpg | vendor-data\Batch-1\0024\0024-Render-Y1.jpg | vendor-data\Batch-1\0024\0024-Render-Y2.jpg | vendor-data\Batch-1\0024\0024-Render-Y3.jpg | vendor-data\Batch-1\0024\0024-Render-Y4.jpg,8,vendor-data\Batch-1\0024\0024-Rose.mp4,1,3,13,3,Round,18,1.45,Round,1,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-1,DOC - SR 0024,0024,0024-Y,2.68,1.58,2,Yellow,,,0,vendor-data\Batch-1\0024\0024-Yellow.mp4,1,3,13,3,Round,18,1.45,Round,1,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-1,DOC - SR 0025,0025,0025-W,3.4,1.6,2,White,,vendor-data\Batch-1\0025\0025-Model-White.jpg | vendor-data\Batch-1\0025\0025-Render-W1.jpg | vendor-data\Batch-1\0025\0025-Render-W2.jpg | vendor-data\Batch-1\0025\0025-Render-W3.jpg | vendor-data\Batch-1\0025\0025-Render-W4.jpg,5,vendor-data\Batch-1\0025\0025-White.mp4,1,3,13,3,Round,14,1.85,Round,1,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-1,DOC - SR 0025,0025,0025-RG,3.4,1.6,2,Rose,,vendor-data\Batch-1\0025\0025-Render-R1.jpg | vendor-data\Batch-1\0025\0025-Render-R2.jpg | vendor-data\Batch-1\0025\0025-Render-R3.jpg | vendor-data\Batch-1\0025\0025-Render-R4.jpg | vendor-data\Batch-1\0025\0025-Render-Y1.jpg | vendor-data\Batch-1\0025\0025-Render-Y2.jpg | vendor-data\Batch-1\0025\0025-Render-Y3.jpg | vendor-data\Batch-1\0025\0025-Render-Y4.jpg,8,vendor-data\Batch-1\0025\0025-Rose.mp4,1,3,13,3,Round,14,1.85,Round,1,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-1,DOC - SR 0025,0025,0025-Y,3.4,1.6,2,Yellow,,,0,vendor-data\Batch-1\0025\0025-Yellow.mp4,1,3,13,3,Round,14,1.85,Round,1,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1201,1201,1201-W,1.61,0.14,0,White,,vendor-data\Batch-13\1201\1201-Render-W1.jpg | vendor-data\Batch-13\1201\1201-Render-W2.jpg | vendor-data\Batch-13\1201\1201-Render-W3.jpg | vendor-data\Batch-13\1201\1201-Render-W4.jpg,4,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1201,1201,1201-RG,1.61,0.14,0,Rose,,vendor-data\Batch-13\1201\1201-Render-R1.jpg | vendor-data\Batch-13\1201\1201-Render-R2.jpg | vendor-data\Batch-13\1201\1201-Render-R3.jpg | vendor-data\Batch-13\1201\1201-Render-R4.jpg | vendor-data\Batch-13\1201\1201-Render-Y1.jpg | vendor-data\Batch-13\1201\1201-Render-Y2.jpg | vendor-data\Batch-13\1201\1201-Render-Y3.jpg | vendor-data\Batch-13\1201\1201-Render-Y4.jpg,8,vendor-data\Batch-13\1201\1201-Rose.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1201,1201,1201-Y,1.61,0.14,0,Yellow,,vendor-data\Batch-13\1201\PD-1201-Model-Yellow.jpg,1,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1203,1203,1203-W,1.5,0.12,0,White,,vendor-data\Batch-13\1203\1203-Render-W1.jpg | vendor-data\Batch-13\1203\1203-Render-W2.jpg | vendor-data\Batch-13\1203\1203-Render-W3.jpg | vendor-data\Batch-13\1203\1203-Render-W4.jpg,4,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1203,1203,1203-RG,1.5,0.12,0,Rose,,vendor-data\Batch-13\1203\1203-Render-R1.jpg | vendor-data\Batch-13\1203\1203-Render-R2.jpg | vendor-data\Batch-13\1203\1203-Render-R3.jpg | vendor-data\Batch-13\1203\1203-Render-R4.jpg | vendor-data\Batch-13\1203\1203-Render-Y1.jpg | vendor-data\Batch-13\1203\1203-Render-Y2.jpg | vendor-data\Batch-13\1203\1203-Render-Y3.jpg | vendor-data\Batch-13\1203\1203-Render-Y4.jpg,8,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1203,1203,1203-Y,1.5,0.12,0,Yellow,,vendor-data\Batch-13\1203\PD-1203-Model-Yellow.jpg,1,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1204,1204,1204-W,1.55,0.07,0,White,,vendor-data\Batch-13\1204\1204-Render-W1.jpg | vendor-data\Batch-13\1204\1204-Render-W2.jpg | vendor-data\Batch-13\1204\1204-Render-W3.jpg | vendor-data\Batch-13\1204\1204-Render-W4.jpg,4,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1204,1204,1204-RG,1.55,0.07,0,Rose,,vendor-data\Batch-13\1204\1204-Render-R1.jpg | vendor-data\Batch-13\1204\1204-Render-R2.jpg | vendor-data\Batch-13\1204\1204-Render-R3.jpg | vendor-data\Batch-13\1204\1204-Render-R4.jpg | vendor-data\Batch-13\1204\1204-Render-Y1.jpg | vendor-data\Batch-13\1204\1204-Render-Y2.jpg | vendor-data\Batch-13\1204\1204-Render-Y3.jpg | vendor-data\Batch-13\1204\1204-Render-Y4.jpg,8,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1204,1204,1204-Y,1.55,0.07,0,Yellow,,vendor-data\Batch-13\1204\PD-1204-Model-Yellow.jpg,1,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1207,1207,1207-W,2.43,0.34,0,White,,vendor-data\Batch-13\1207\1207-Render-W1.jpg | vendor-data\Batch-13\1207\1207-Render-W2.jpg | vendor-data\Batch-13\1207\1207-Render-W3.jpg | vendor-data\Batch-13\1207\1207-Render-W4.jpg,4,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1207,1207,1207-RG,2.43,0.34,0,Rose,,vendor-data\Batch-13\1207\1207-Render-R1.jpg | vendor-data\Batch-13\1207\1207-Render-R2.jpg | vendor-data\Batch-13\1207\1207-Render-R3.jpg | vendor-data\Batch-13\1207\1207-Render-R4.jpg | vendor-data\Batch-13\1207\1207-Render-Y1.jpg | vendor-data\Batch-13\1207\1207-Render-Y2.jpg | vendor-data\Batch-13\1207\1207-Render-Y3.jpg | vendor-data\Batch-13\1207\1207-Render-Y4.jpg,8,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1207,1207,1207-Y,2.43,0.34,0,Yellow,,vendor-data\Batch-13\1207\PD-1207-Model-Yellow.jpg,1,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1208,1208,1208-W,2.75,0.26,0,White,,vendor-data\Batch-13\1208\1208-Render-W1.jpg | vendor-data\Batch-13\1208\1208-Render-W2.jpg | vendor-data\Batch-13\1208\1208-Render-W3.jpg | vendor-data\Batch-13\1208\1208-Render-W4.jpg,4,vendor-data\Batch-13\1208\1208-White.mp4,1,3,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1208,1208,1208-RG,2.75,0.26,0,Rose,,vendor-data\Batch-13\1208\1208-Render-R1.jpg | vendor-data\Batch-13\1208\1208-Render-R2.jpg | vendor-data\Batch-13\1208\1208-Render-R3.jpg | vendor-data\Batch-13\1208\1208-Render-R4.jpg | vendor-data\Batch-13\1208\1208-Render-Y1.jpg | vendor-data\Batch-13\1208\1208-Render-Y2.jpg | vendor-data\Batch-13\1208\1208-Render-Y3.jpg | vendor-data\Batch-13\1208\1208-Render-Y4.jpg,8,vendor-data\Batch-13\1208\1208-Rose.mp4,1,3,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1208,1208,1208-Y,2.75,0.26,0,Yellow,,vendor-data\Batch-13\1208\PD-1208-Model-Yellow.jpg,1,vendor-data\Batch-13\1208\1208-Yellow.mp4,1,3,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1210,1210,1210-W,1.67,0.1,0,White,,vendor-data\Batch-13\1210\1210-W1.jpg | vendor-data\Batch-13\1210\1210-W2.jpg | vendor-data\Batch-13\1210\1210-W3.jpg | vendor-data\Batch-13\1210\1210-W4.jpg,4,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1210,1210,1210-RG,1.67,0.1,0,Rose,,vendor-data\Batch-13\1210\1210-R1.jpg | vendor-data\Batch-13\1210\1210-R2.jpg | vendor-data\Batch-13\1210\1210-R3.jpg | vendor-data\Batch-13\1210\1210-R4.jpg,4,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1210,1210,1210-Y,1.67,0.1,0,Yellow,,vendor-data\Batch-13\1210\1210-Y1.jpg | vendor-data\Batch-13\1210\1210-Y2.jpg | vendor-data\Batch-13\1210\1210-Y3.jpg | vendor-data\Batch-13\1210\1210-Y4.jpg | vendor-data\Batch-13\1210\PD-1210-Model-Yellow.jpg,5,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1226,1226,1226-W,1.58,0.18,0,White,,vendor-data\Batch-13\1226\1226-Render-W1.jpg | vendor-data\Batch-13\1226\1226-Render-W2.jpg | vendor-data\Batch-13\1226\1226-Render-W3.jpg | vendor-data\Batch-13\1226\1226-Render-W4.jpg,4,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1226,1226,1226-RG,1.58,0.18,0,Rose,,vendor-data\Batch-13\1226\1226-Render-R1.jpg | vendor-data\Batch-13\1226\1226-Render-R2.jpg | vendor-data\Batch-13\1226\1226-Render-R3.jpg | vendor-data\Batch-13\1226\1226-Render-R4.jpg | vendor-data\Batch-13\1226\1226-Render-Y1.jpg | vendor-data\Batch-13\1226\1226-Render-Y2.jpg | vendor-data\Batch-13\1226\1226-Render-Y3.jpg | vendor-data\Batch-13\1226\1226-Render-Y4.jpg,8,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1226,1226,1226-Y,1.58,0.18,0,Yellow,,vendor-data\Batch-13\1226\PD-1226-Model-Yellow.jpg,1,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1228,1228,1228-W,2.67,0.51,0,White,,vendor-data\Batch-13\1228\1228-W1.jpg | vendor-data\Batch-13\1228\1228-W2.jpg | vendor-data\Batch-13\1228\1228-W3.jpg | vendor-data\Batch-13\1228\1228-W4.jpg,4,vendor-data\Batch-13\1228\1228-White.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1228,1228,1228-RG,2.67,0.51,0,Rose,,vendor-data\Batch-13\1228\1228-R1.jpg | vendor-data\Batch-13\1228\1228-R2.jpg | vendor-data\Batch-13\1228\1228-R3.jpg | vendor-data\Batch-13\1228\1228-R4.jpg,4,vendor-data\Batch-13\1228\1228-Rose.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1228,1228,1228-Y,2.67,0.51,0,Yellow,,vendor-data\Batch-13\1228\1228-Y1.jpg | vendor-data\Batch-13\1228\1228-Y2.jpg | vendor-data\Batch-13\1228\1228-Y3.jpg | vendor-data\Batch-13\1228\1228-Y4.jpg | vendor-data\Batch-13\1228\PD-1228-Model-Yellow.jpg,5,vendor-data\Batch-13\1228\1228-Yellow.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1229,1229,1229-W,2.24,0.29,0,White,,vendor-data\Batch-13\1229\1229-Render-W1.jpg | vendor-data\Batch-13\1229\1229-Render-W2.jpg | vendor-data\Batch-13\1229\1229-Render-W3.jpg | vendor-data\Batch-13\1229\1229-Render-W4.jpg,4,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1229,1229,1229-RG,2.24,0.29,0,Rose,,vendor-data\Batch-13\1229\1229-Render-R1.jpg | vendor-data\Batch-13\1229\1229-Render-R2.jpg | vendor-data\Batch-13\1229\1229-Render-R3.jpg | vendor-data\Batch-13\1229\1229-Render-R4.jpg | vendor-data\Batch-13\1229\1229-Render-Y1.jpg | vendor-data\Batch-13\1229\1229-Render-Y2.jpg | vendor-data\Batch-13\1229\1229-Render-Y3.jpg | vendor-data\Batch-13\1229\1229-Render-Y4.jpg,8,vendor-data\Batch-13\1229\1229-Rose.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1229,1229,1229-Y,2.24,0.29,0,Yellow,,vendor-data\Batch-13\1229\PD-1229-Model-Yellow.jpg,1,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1245,1245,1245-W,3.83,0.34,0,White,,vendor-data\Batch-13\1245\1245-Render-W1.jpg | vendor-data\Batch-13\1245\1245-Render-W2.jpg | vendor-data\Batch-13\1245\1245-Render-W3.jpg | vendor-data\Batch-13\1245\1245-Render-W4.jpg,4,vendor-data\Batch-13\1245\1245-White.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1245,1245,1245-RG,3.83,0.34,0,Rose,,vendor-data\Batch-13\1245\1245-Render-R1.jpg | vendor-data\Batch-13\1245\1245-Render-R2.jpg | vendor-data\Batch-13\1245\1245-Render-R3.jpg | vendor-data\Batch-13\1245\1245-Render-R4.jpg | vendor-data\Batch-13\1245\1245-Render-Y1.jpg | vendor-data\Batch-13\1245\1245-Render-Y2.jpg | vendor-data\Batch-13\1245\1245-Render-Y3.jpg | vendor-data\Batch-13\1245\1245-Render-Y4.jpg,8,vendor-data\Batch-13\1245\1245-Rose.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1245,1245,1245-Y,3.83,0.34,0,Yellow,,vendor-data\Batch-13\1245\PD-1245-Model-Yellow.jpg,1,vendor-data\Batch-13\1245\1245-Yellow.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1259,1259,1259-W,2.34,0.25,0,White,,vendor-data\Batch-13\1259\1259-Render-W1.jpg | vendor-data\Batch-13\1259\1259-Render-W2.jpg | vendor-data\Batch-13\1259\1259-Render-W3.jpg | vendor-data\Batch-13\1259\1259-Render-W4.jpg,4,vendor-data\Batch-13\1259\1259-White.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1259,1259,1259-RG,2.34,0.25,0,Rose,,vendor-data\Batch-13\1259\1259-Render-R1.jpg | vendor-data\Batch-13\1259\1259-Render-R2.jpg | vendor-data\Batch-13\1259\1259-Render-R3.jpg | vendor-data\Batch-13\1259\1259-Render-R4.jpg | vendor-data\Batch-13\1259\1259-Render-Y1.jpg | vendor-data\Batch-13\1259\1259-Render-Y2.jpg | vendor-data\Batch-13\1259\1259-Render-Y3.jpg | vendor-data\Batch-13\1259\1259-Render-Y4.jpg,8,vendor-data\Batch-13\1259\1259-Rose.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1259,1259,1259-Y,2.34,0.25,0,Yellow,,vendor-data\Batch-13\1259\PD-1259-Model-Yellow.jpg,1,vendor-data\Batch-13\1259\1259-Yellow.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1262,1262,1262-W,1.58,5.05,1,White,,vendor-data\Batch-13\1262\1262-Render-W1.jpg | vendor-data\Batch-13\1262\1262-Render-W2.jpg | vendor-data\Batch-13\1262\1262-Render-W3.jpg | vendor-data\Batch-13\1262\1262-Render-W4.jpg,4,,0,3,13,3,Pear,1,15x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1262,1262,1262-RG,1.58,5.05,1,Rose,,vendor-data\Batch-13\1262\1262-Render-R1.jpg | vendor-data\Batch-13\1262\1262-Render-R2.jpg | vendor-data\Batch-13\1262\1262-Render-R3.jpg | vendor-data\Batch-13\1262\1262-Render-R4.jpg | vendor-data\Batch-13\1262\1262-Render-Y1.jpg | vendor-data\Batch-13\1262\1262-Render-Y2.jpg | vendor-data\Batch-13\1262\1262-Render-Y3.jpg | vendor-data\Batch-13\1262\1262-Render-Y4.jpg,8,,0,3,13,3,Pear,1,15x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1262,1262,1262-Y,1.58,5.05,1,Yellow,,vendor-data\Batch-13\1262\PD-1262-Model-Yellow.jpg,1,,0,3,13,3,Pear,1,15x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1270,1270,1270-W,2.21,0.18,0,White,,vendor-data\Batch-13\1270\1270-Render-W1.jpg | vendor-data\Batch-13\1270\1270-Render-W2.jpg | vendor-data\Batch-13\1270\1270-Render-W3.jpg | vendor-data\Batch-13\1270\1270-Render-W4.jpg,4,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1270,1270,1270-RG,2.21,0.18,0,Rose,,vendor-data\Batch-13\1270\1270-Render-R1.jpg | vendor-data\Batch-13\1270\1270-Render-R2.jpg | vendor-data\Batch-13\1270\1270-Render-R3.jpg | vendor-data\Batch-13\1270\1270-Render-R4.jpg | vendor-data\Batch-13\1270\1270-Render-Y1.jpg | vendor-data\Batch-13\1270\1270-Render-Y2.jpg | vendor-data\Batch-13\1270\1270-Render-Y3.jpg | vendor-data\Batch-13\1270\1270-Render-Y4.jpg,8,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-13,DOC - P 1270,1270,1270-Y,2.21,0.18,0,Yellow,,vendor-data\Batch-13\1270\PD-1270-Model-Yellow.jpg,1,,0,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-14,TB-14078,14078,14078-W,14.193302399999999,0.046,0,White,,vendor-data\Batch-14\14078\TB-14078-W1.jpg | vendor-data\Batch-14\14078\TB-14078-W2.jpg | vendor-data\Batch-14\14078\TB-14078-W3.jpg | vendor-data\Batch-14\14078\TB-14078-W4.jpg,4,vendor-data\Batch-14\14078\TB-14078-White.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-14,TB-14078,14078,14078-RG,14.193302399999999,0.046,0,Rose,,vendor-data\Batch-14\14078\TB-14078-R1.jpg | vendor-data\Batch-14\14078\TB-14078-R2.jpg | vendor-data\Batch-14\14078\TB-14078-R3.jpg | vendor-data\Batch-14\14078\TB-14078-R4.jpg,4,vendor-data\Batch-14\14078\TB-14078-Rose.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-14,TB-14078,14078,14078-Y,14.193302399999999,0.046,0,Yellow,,vendor-data\Batch-14\14078\TB-14078-Model-Yellow.jpg | vendor-data\Batch-14\14078\TB-14078-Y1.jpg | vendor-data\Batch-14\14078\TB-14078-Y2.jpg | vendor-data\Batch-14\14078\TB-14078-Y3.jpg | vendor-data\Batch-14\14078\TB-14078-Y4.jpg,5,vendor-data\Batch-14\14078\TB-14078-Yellow.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-15,DOC-PD-15001,15001,15001-W,1.8451896,0.0,0,White,,vendor-data\Batch-15\15001\DOC-PD-15001-W1.jpg | vendor-data\Batch-15\15001\DOC-PD-15001-W2.jpg | vendor-data\Batch-15\15001\DOC-PD-15001-W3.jpg | vendor-data\Batch-15\15001\DOC-PD-15001-W4.jpg,4,vendor-data\Batch-15\15001\15001-White.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-15,DOC-PD-15001,15001,15001-RG,1.8451896,0.0,0,Rose,,vendor-data\Batch-15\15001\DOC-PD-15001-R1.jpg | vendor-data\Batch-15\15001\DOC-PD-15001-R2.jpg | vendor-data\Batch-15\15001\DOC-PD-15001-R3.jpg | vendor-data\Batch-15\15001\DOC-PD-15001-R4.jpg,4,vendor-data\Batch-15\15001\15001-Rose.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-15,DOC-PD-15001,15001,15001-Y,1.8451896,0.0,0,Yellow,,vendor-data\Batch-15\15001\DOC-PD-15001-Model-Yellow.jpg | vendor-data\Batch-15\15001\DOC-PD-15001-Y1.jpg | vendor-data\Batch-15\15001\DOC-PD-15001-Y2.jpg | vendor-data\Batch-15\15001\DOC-PD-15001-Y3.jpg | vendor-data\Batch-15\15001\DOC-PD-15001-Y4.jpg,5,vendor-data\Batch-15\15001\15001-Yellow.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-15,DOC-PD-15002,15002,15002-W,1.1307768,0.0,0,White,,vendor-data\Batch-15\15002\DOC-PD-15002-W1.jpg | vendor-data\Batch-15\15002\DOC-PD-15002-W2.jpg | vendor-data\Batch-15\15002\DOC-PD-15002-W3.jpg | vendor-data\Batch-15\15002\DOC-PD-15002-W4.jpg,4,vendor-data\Batch-15\15002\15002-White.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-15,DOC-PD-15002,15002,15002-RG,1.1307768,0.0,0,Rose,,vendor-data\Batch-15\15002\DOC-PD-15002-R1.jpg | vendor-data\Batch-15\15002\DOC-PD-15002-R2.jpg | vendor-data\Batch-15\15002\DOC-PD-15002-R3.jpg | vendor-data\Batch-15\15002\DOC-PD-15002-R4.jpg,4,vendor-data\Batch-15\15002\15002-Rose.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-15,DOC-PD-15002,15002,15002-Y,1.1307768,0.0,0,Yellow,,vendor-data\Batch-15\15002\DOC-PD-15002-Model-Yellow.jpg | vendor-data\Batch-15\15002\DOC-PD-15002-Y1.jpg | vendor-data\Batch-15\15002\DOC-PD-15002-Y2.jpg | vendor-data\Batch-15\15002\DOC-PD-15002-Y3.jpg | vendor-data\Batch-15\15002\DOC-PD-15002-Y4.jpg,5,vendor-data\Batch-15\15002\15002-Yellow.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batch-15,DOC-PD-15003,15003,15003-W,2.240076,0.0,0,White,,vendor-data\Batch-15\15003\DOC-PD-15003-W1.jpg | vendor-data\Batch-15\15003\DOC-PD-15003-W2.jpg | vendor-data\Batch-15\15003\DOC-PD-15003-W3.jpg | vendor-data\Batch-15\15003\DOC-PD-15003-W4.jpg,4,vendor-data\Batch-15\15003\15003-White.mp4,1,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
